artist,id,name
"Run D.M.C.","1295","King Of Rock"
"Sade","1296","By Your Side"
"Sade","1297","Love Is Stronger Than Pride"
"Sade","1298","Smooth Operator"
"Sade","1299","Soldier Of Love"
"Sade","1300","Sweetest Taboo"
"Sade","1301","Your Love Is King"
"Salt N Pepa","1302","Let's Talk About Sex"
"Salt N Pepa & En Vogue","1303","Whatta Man"
"Sam & Dave","1304","Soul Man"
"Sam Cooke","1305","Another Saturday Night"
"Sam Cooke","1306","Change Is Gonna Come"
"Sam Cooke","1307","Cupid"
"Sam Cooke","1308","Everybody Loves To Cha Cha Cha"
"Sam Cooke","1309","Havin' A Party"
"Sam Cooke","1310","Tennessee Waltz"
"Sam Cooke","1311","Twistin' The Night Away"
"Sam Cooke","1312","What A Wonderful World"
"Sam Cooke","1313","You're Nobody Till Somebody Loves You"
"Sam Cooke & Lou Rawls","1314","Bring It On Home To Me"
"Sam Smith","1315","Stay With Me"
"Sam Smith & John Legend","1316","Lay Me Down"
"Sam The Sham & The Pharoahs","1317","Wooly Bully"
"Sammy Davis Jr.","1318","Candy Man"
"Santana","1319","Black Magic Woman"
"Santana","1320","Evil Ways"
"Santana","1321","Maria, Maria"
"Santana","1322","Smooth"
"Sean Kingston","1323","Beautiful Girls"
"Sean Paul & Keyshia Cole","1324","When You Gonna (Give It Up To Me)"
"Sean, Jay Ft. Lil' Wayne ","1325"," Down"
"Selena Gomez","1326","Hands To Myself"
"Shaggy","1327","Angel"
"Shaggy","1328","It Wasn't Me"
"Shaggy","1329","Oh, Carolina"
"Shakira","1330","Me Enamore (Latino)"
"Shalamar","1331","Night To Remember"
"Shania Twain","1332","If Youre Not In It For Love"
"Shania Twain","1333","Man! I Feel Like A Woman"
"Shania Twain","1334","That Don't Impress Me Much"
"Shannon","1335","Let The Music Play"
"Sharissa","1336","Any Other Night"
"Shawn Mendes & Khalid (Duet) ","1337"," Youth"
"Sheila E","1338","Love Bizzare"
"Shep Wooley","1339","Purple People Eater"
"Shirelles","1340","Baby It's You"
"Shirelles","1341","Dedicated To The One I Love"
"Shirelles","1342","My Boyfriend's Back"
"Shirelles","1343","Will You Still Love Me Tomorrow"
"Shirley Bassey","1344","Thank You For The Years"
"Shirley Brown","1345","Woman To Woman"
"Shirley Ellis","1346","Name Game"
"Shirley Murdock","1347","As We Lay"
"Shrek & Fiona (Wvocal)","1348","What I Like About You"
"Sir Mix A Lot","1349","Baby Got Back"
"Sisqo","1350","Thong Song"
"Sister Act","1351","Joyful Joyful"
"Sister Sledge","1352","We Are Family"
"Slick Rick","1353","Childrens Story"
"Sly & Robbie","1354","Night Nurse"
"Sly & The Family Stone","1355","Dance To The Music"
"Sly & The Family Stone","1356","Everyday People"
"Sly & The Family Stone","1357","Hot Fun In The Summertime"
"Sly & The Family Stone","1358","If You Want Me To Stay"
"Sly & The Family Stone","1359","Thank You"
"Smash Mouth","1360","Walkin' On The Sun"
"Smokey Robinson","1361","Being With You"
"Smokey Robinson","1362","Just To See Her"
"Smokey Robinson","1363","One Heartbeat"
"Smokey Robinson","1364","Youve Really Got A Hold On Me"
"Smokey Robinson & The Miracles","1365","Going To A Go Go"
"Smokey Robinson & The Miracles","1366","Tears Of A Clown"
"Snap","1367","Rhythm Is A Dancer"
"Snoop Dog & David Guetta","1368","Sweat"
"Snoop Dogg","1369","Gin And Juice"
"Snoop Dogg & Charlie Wilson","1370","Peaches N Cream"
"Snoop Dogg & Pharrell Williams & Charlie Wilson","1371"," Beautiful "
"Snow","1372","Informer"
"Soft Cell","1373","Tainted Love"
"Soloman Burke","1374","Got To Get You Off My Mind"
"Soloman Burke","1375","Just Out Of Reach"
"Sonny & Cher","1376","Beat Goes On"
"Soul II Soul","1377","Back To Life"
"Soulja Boy Tell Em","1378","Crank That"
"Spanish Puerto Rican Power","1379","Pena De Amor"
"Spinners","1380"," Games People Play"
"Spinners","1381"," Rubber Band Man"
"Spinners","1382","They  Just Can't Stop It (The Games People Play)"
"Spinners ","1383","Could It Be I'm Falling In Love"
"Spinners ","1384","I'll Be Around"
"Spinners ","1385"," One Of A Kind (Love Affair)"
"Spinners ","1386"," Working My Way Back To You"
"Staple Singers","1387","I'll Take You There"
"Staple Singers","1388","If You're Ready (Come Go With Me)"
"Staple Singers","1389","Let's Do It Again"
"Staple Singers","1390","Respect Yourself"
"Staple Singers","1391","Touch A Hand (Make A Friend)"
"Stephanie Mills","1392","All In How Much We Give"
"Stephanie Mills","1393","I Feel Good All Over"
"Stephanie Mills","1394","Never Knew Love Like This Before (With Vocals)"
"Stephanie Mills","1395","Whatcha Gonna Do With My Loving"
"Steppenwolf","1396","Born To Be Wild"
"Steve Miller Band","1397","Fly Like An Eagle"
"Steve Miller Band ","1398","The Joker"
"Steve Wariner & Garth Brooks","1399","Katie Wants A Fast One"
"Stevie Wonder","1400","A Place In The Sun"
"Stevie Wonder","1401","All I Do"
"Stevie Wonder","1402","Another Star"
"Stevie Wonder","1403","Boogie On Reggae Woman"
"Stevie Wonder","1404","For Once In My Life"
"Stevie Wonder","1405","Happy Birthday"
"Stevie Wonder","1406","He's Misstra Know It All"
"Stevie Wonder","1407","I Just Called To Say I Love You"
"Stevie Wonder","1408","I Was Made To Love Her"
"Stevie Wonder","1409","Isn't She Lovely"
"Stevie Wonder","1410","Livin' For The City"
"Stevie Wonder","1411","Master Blaster (Jammin')"
"Stevie Wonder","1412","My Cherie Amour"
"Stevie Wonder","1413","Part Time Lover"
"Stevie Wonder","1414","Signed Sealed Delivered (I'm Yours)"
"Stevie Wonder","1415","Sir Duke"
"Stevie Wonder","1416","Superstition"
"Stevie Wonder","1417","Uptight (Everything's Alright)"
"Stevie Wonder","1418","Yester me, Yester you, Yesterday"
"Stevie Wonder","1419","You Are The Sunshine Of My Life"
"Stevie Wonder & Paul McCartney","1420","Ebony And Ivory"
"Sunshine Anderson","1421","Heard It All Before (W Vocals)"
"Supremes","1422","I Hear A Symphony"
"Supremes","1423","Someday We'll Be Together"
"Supremes","1424","Stop! In The Name Of Love"
"Supremes","1425","Where Did Our Love Go"
"Supremes","1426","You Can't Hurry Love"
"Supremes","1427","You Keep Me Hanging On"
"Suzanne Vega","1428","Tom's Diner"
"SWV","1429","Right Here Human Nature"
"SWV","1430","Weak"
"T.I.","1431","What You Know"
"Take That","1432","Motown Medley"
"Talking Heads","1433","Take Me To The River"
"Tamar Braxton","1434","Love & War"
"Tamia","1435","Stranger In My House"
"Tammy Wynette","1436","Stand By Your Man"
"Tams","1437","Hey Girl Dont Bother Me"
"Tams","1438","What Kind Of Fool"
"Tank","1439","I Can't Make You Love Me"
"Tank","1440","One Man"
"Tank","1441","Please Don't Go"
"Tanya Tucker","1442","Delta Dawn"
"Taste Of Honey","1443","Boogie Oogie Oogie"
"Taste Of Honey","1444","Sukiyaki"
"Tavares","1445","Heaven Must Be Missing An Angel"
"Tavares","1446","It Only Takes A Minute"
"Taylor Swift","1447","I Did Something Bad"
"Taylor Swift","1448","Love Story Album Version"
"Taylor Swift","1449","Teardrops On My Guitar"
"Teddy Pendergrass","1450","And If I Had"
"Teddy Pendergrass","1451","Can't We Try"
"Teddy Pendergrass","1452","Close The Door"
"Teddy Pendergrass","1453","Come Go With Me"
"Teddy Pendergrass","1454","I Don't Know You Anymore"
"Teddy Pendergrass","1455"," Joy"
"Teddy Pendergrass","1456","Love TKO"
"Teddy Pendergrass","1457","Only You"
"Teddy Pendergrass","1458","Turn Off The Lights"
"Teddy Pendergrass","1459","When Somebody Loves You Back"
"Teena Marie","1460","Lovergirl"
"Telvin Campbell","1461","Alone With You"
"Telvin Campbell","1462","I'm Ready"
"Temptations","1463","Ain't To Proud To Beg"
"Temptations","1464","All I Need"
"Temptations","1465","Ball Of Confusion"
"Temptations","1466","Beauty Is Only Skin Deep"
"Temptations","1467","Cloud Nine"
"Temptations","1468","Get Ready"
"Temptations","1469","I Can't Get Next To You"
"Temptations","1470","I Could Never Love Another"
"Temptations","1471","I Know I'm Losing You"
"Temptations","1472","I Wish It Would Rain"
"Temptations","1473","I've Been Good To You"
"Temptations","1474","L O V E, Love"
"Temptations","1475","Masterpiece"
"Temptations","1476","My Girl"
"Temptations","1477","Papa Was A Rollin Stone"
"Temptations","1478","Psychedelic Shack"
"Temptations","1479","Since I Lost My Baby"
"Temptations","1480","Treat Her Like A Lady"
"Temptations","1481","You're My Everything"
"Temptations(Feat. David Ruffin)","1482","I Wish It Would Rain"
"Terence Trent Darby","1483","Sign Your Name"
"Thalia","1484","Mujer Latina(Spanish)"
"The Band","1485","The Night Drove Old Dixie Down"
"Thelma Houston","1486","Don't Leave Me This Way"
"Three 6 Mafia","1487","Poppin' My Collar"
"Three Degrees","1488","When Will I See You Again"
"Three Dog Night","1489","Joy To The World"
"Tim Mcgraw","1490","Highway Don't Care "
"Timbaland & Katy Perry","1491","If We Ever Meet Again"
"Time","1492","Jungle Love"
"Timex Social Club","1493","Rumors"
"Tina Turner","1494","Addicted To Love"
"Tina Turner","1495","Better Be Good To Me"
"Tina Turner","1496","Private Dancer"
"Tina Turner","1497"," Proud Mary"
"Tina Turner","1498","The Best"
"Tina Turner","1499","Two People"
"Tina Turner","1500","We Don't Need Another Hero"
"Tina Turner","1501","What's Love Got To Do With It"
"TLC","1502","Ain't 2 Proud 2 Beg"
"TLC","1503","Creep"
"TLC","1504","Diggin' On You"
"TLC","1505","No Scrubs"
"TLC","1506","Red Light Special"
"TLC","1507","Unpretty"
"TLC","1508","Waterfalls"
"TLC","1509","What About Your Friends"
"Toby Keith","1510","Little Less Talk & A Lot More Action"
"Tom Jones","1511","A Lady"
"Tom Jones","1512","Delilah"
"Tom Jones","1513","Green Green Grass Of Home"
"Tom Jones","1514","I'll Never Fall In Love Again"
"Tom Jones","1515","Once There Was A Time"
"Tom Jones","1516","Only Once (WBGV)"
"Tom Jones","1517","Whats New Pussycat "
"Tommy James & The Shondells","1518","Crystal Blue Persuasion"
"Tommy James & The Shondells","1519","I Think Were Alone Now"
"Tone Loc","1520","Funky Cold Medina"
"Toni Braxton","1521","Another Sad Love Song"
"Toni Braxton","1522","Breathe Again"
"Toni Braxton","1523","He Wasn't Man Enough"
"Toni Braxton","1524","I Love Me Some Him"
"Toni Braxton","1525","Let It Flow"
"Toni Braxton","1526","Spanish Guitar w Vocal"
"Toni Braxton","1527","Unbreak My Heart"
"Toni Braxton","1528","You Mean The World To Me"
"Toni Braxton","1529","You're Making Me High w Vocal"
"Tony Rich Project","1530","Nobody Knows"
"Tony Toni Tone","1531","Anniversary"
"Tower Of Power","1532","So Very Hard To Go"
"Tower Of Power","1533","Souled Out"
"Tower Of Power","1534","What Is Hip"
"Tower Of Power","1535","You're Still A Young Man"
"Tracy Chapman","1536","Fast Cars"
"Tracy Chapman","1537","Give Me a Reason"
"Traditional (Irish)","1538","Danny Boy"
"Train","1539","Give It All"
"Train","1540","Hey Soul Sister"
"Trammps","1541","Disco Inferno "
"Trey Songz","1542","I Need A Girl"
"TV Theme","1543","Fresh Prince Of BelAir"
"TV Theme","1544","Green Acres"
"TV Theme ","1545"," Beverly Hillbillies"
"TV Theme ","1546"," Brady Bunch"
"TV Theme ","1547"," Partridge Family"
"TV Theme ","1548"," Petticoat Junction"
"Ty Herndon","1549","You Can Leave Your Hat On (vocals)"
"Tyrone Davis","1550","Turn Back The Hands Of Time"
"Tyrone Davis","1551","Turning Point"
"UB 40","1552","Red Red Wine"
"USA For Africa","1553","We Are The World"
"Usher","1554","Caught Up"
"Usher","1555","Confessions "
"Usher","1556","Good Kisser (Explicit)"
"Usher","1557","Love In This Club"
"Usher","1558","Nice & Slo"
"Usher","1559","Pop Ya Collar"
"Usher","1560","U Don't Have To Call"
"Usher","1561","U Got It Bad"
"Usher","1562","U Remind Me"
"Usher","1563","Yeah"
"Usher","1564","You Make Me Wanna"
"Usher & Alicia Keys","1565","My Boo"
"Usher & Young Jeezy","1566","Love In This Club"
"Van Halen","1567","Jump"
"Van Halen","1568","Panama"
"Van McCoy","1569","Hustle"
"Vanessa Williams","1570","Save The Best For Last"
"Vanessa Williams","1571","Sweetest Day"
"Vanilla Ice","1572","Ice Ice Baby"
"Vanity","1573","Nasty Girl"
"Village People","1574","In The Navy"
"Village People","1575","Macho Man"
"Village People","1576","YMCA"
"War","1577","Cisco Kid "
"War","1578","Low Rider"
"War","1579","Slippin' Into Darkness"
"War","1580","Why Cant We Be Friends "
"Warren G & Nate Dogg","1581","Regulate"
"Waylon Jennings","1582","Good Hearted Woman"
"Weather Girls","1583","It's Raining Men"
"Weeknd","1584","Can't Feel My Face"
"Weeknd","1585","In The Night"
"Weeknd & Daft Punk","1586","I Feel It Coming"
"Weeknd & Daft Punk","1587","Starboy"
"Wham","1588","Wake Me Up Before You Go Go"
"Whitney Houston","1589","Didn't We Almost Have It All"
"Whitney Houston","1590","Greatest Love Of All"
"Whitney Houston","1591","I Believe In You And Me"
"Whitney Houston","1592","I Wanna Dance With Somebody "
"Whitney Houston","1593","I Will Always Love You"
"Whitney Houston","1594","Im Your Baby Tonight"
"Whitney Houston","1595","Love Will Save The Day"
"Whitney Houston","1596","Million Dollar Bill"
"Whitney Houston","1597","Miracle"
"Whitney Houston","1598","My Love Is Your Love"
"Whitney Houston","1599","One Moment In Time "
"Whitney Houston","1600","One Of Those Days"
"Whitney Houston","1601","Saving All My Love For You "
"Whitney Houston & CeCe Winans","1602","Count On Me"
"WhitneyHouston","1603","Exhale (Shoop Shoop)"
"Who","1604","Real Me"
"Will Smith","1605","Men in Black"
"Will Smith","1606","Miami"
"Will Smith","1607","Wild Wild West"
"William Devaughn","1608","Be Thankful For What You Got"
"Willie Nelson","1609","Always On My Mind"
"Willie Nelson","1610","Don't Let Your Babies Grow Up To Be Cowboys"
"Willie Nelson","1611","On The Road Again"
"Willie Nelson & Julio Iglesias","1612","To All The Girls I've Loved Before"
"Wilson Pickett","1613","634 5789 (Soulsville, USA) "
"Wilson Pickett","1614","Don't Knock My Love "
"Wilson Pickett","1615","Don't Let The Green Grass Fool You"
"Wilson Pickett","1616","Funky Broadway"
"Wilson Pickett","1617","In The Midnight Hour"
"Wilson Pickett","1618","Land Of 1000 Dances"
"Wilson Pickett","1619","Mustang Sally"
"Wynonna Judd","1620","What The World Needs"
"Yo Gotti & 2 Chainz","1621","Cases"
"Young MC","1622","Bust A Move w/Vocals"
"ZZ Top","1623","Gimme All Your Lovin"
"ZZ Top","1624","Legs"
"ZZ Top","1625","Sharp Dressed Man"
